Assuming page size is 4 KB
8
8
1,186.959766
2,189.025000
3,192.992969
4,196.544531
5,197.963672
6,200.121484
7,202.592578
8,202.876953
9,204.546484
10,204.576562
11,204.546484
12,204.537500
13,204.550781
14,204.475391
15,204.831641
16,202.809375
17,207.621484
18,208.075000
19,210.396875
20,211.008984
21,213.105859
22,214.140234
23,215.219922
24,215.747656
25,217.198438
26,217.194141
27,217.239453
28,216.969922
29,217.112109
30,217.155078
31,217.242578
32,215.757812
33,217.380859
34,217.050391
35,217.058203
36,216.782422
37,217.351953
38,217.002734
39,217.257812
40,215.546875
41,216.946484
42,217.032422
43,217.186328
44,216.969922
45,217.296094
46,217.082812
47,217.263281
48,215.691016
49,217.239453
50,217.166406
51,217.328125
52,216.360156
53,216.896875
54,217.112891
55,217.201953
56,215.721484
57,217.383594
58,217.128516
59,217.391406
60,216.973437
61,217.292969
62,217.112109
63,217.358594
64,215.803906
