Assuming page size is 4 KB
8
8
1,187.586719
2,189.521875
3,193.255859
4,196.799609
5,198.227344
6,200.343750
7,202.935937
8,203.100781
9,204.842578
10,204.795703
11,204.971094
12,204.807422
13,204.839453
14,204.864453
15,205.216406
16,203.294141
17,208.010547
18,208.696484
19,210.805078
20,211.446875
21,213.551953
22,214.685156
23,215.739062
24,216.255469
25,217.704688
26,217.732031
27,217.429297
28,217.503125
29,217.608594
30,217.730859
31,217.869531
32,216.410937
33,217.984766
34,217.642969
35,217.829297
36,217.499609
37,217.930469
38,217.763672
39,217.883203
40,216.269141
41,217.987500
42,217.791797
43,218.044922
44,217.352734
45,217.936719
46,217.732031
47,218.050781
48,216.411328
49,218.152344
50,217.651563
51,217.967187
52,217.698047
53,217.976562
54,217.555859
55,218.128906
56,216.410547
57,218.128125
58,217.850000
59,217.844531
60,217.711328
61,218.086328
62,217.932031
63,218.198828
64,216.627344
