Assuming page size is 4 KB

GlobalDibs: Global memory latency for 512 KB stride.
   Array size (KB), latency (clocks)
    3176, 188.991406
    3180, 189.228516
    3184, 189.168359
    3188, 189.346094
    3192, 189.288672
    3196, 189.524219
    3200, 189.453906
    3204, 189.694141
    3208, 189.589453
    3212, 189.881641
    3216, 189.798438
    3220, 189.960938
    3224, 189.826562
    3228, 190.155078
    3232, 189.945703
    3236, 190.200781
    3240, 190.199609
    3244, 190.400781
    3248, 190.174609
    3252, 190.498828
    3256, 190.375781
    3260, 190.562500
    3264, 190.492188
    3268, 190.785156
    3272, 190.605469
    3276, 190.961328
    3280, 190.878125
    3284, 191.165234
    3288, 191.021484
    3292, 191.245703
    3296, 191.172266
    3300, 191.481641
    3304, 191.241016
    3308, 191.480469
    3312, 191.391016
    3316, 191.593359
    3320, 191.413672
    3324, 191.532031
    3328, 191.689453
    3332, 192.007031
    3336, 191.824219
    3340, 192.077344
    3344, 191.833203
    3348, 192.182031
    3352, 192.112500
    3356, 192.353125
    3360, 192.226562
    3364, 192.541016
    3368, 192.390625
    3372, 192.600391
    3376, 192.473828
    3380, 192.717969
    3384, 192.569922
    3388, 192.857812
    3392, 192.696875
    3396, 192.861328
    3400, 192.851562
    3404, 193.121875
    3408, 192.882031
    3412, 193.075391
    3416, 193.110547
    3420, 193.153125
    3424, 193.214844
    3428, 193.591016
    3432, 193.454688
    3436, 193.513672
    3440, 193.400781
    3444, 193.699609
    3448, 193.610938
    3452, 193.854297
    3456, 193.876563
    3460, 194.028516
    3464, 193.892188
    3468, 194.166406
    3472, 194.094531
    3476, 194.367188
    3480, 194.124219
    3484, 194.475781
    3488, 194.362891
    3492, 194.544922
    3496, 194.467187
    3500, 194.799609
    3504, 194.410547
    3508, 194.790625
    3512, 194.647266
    3516, 194.939453
    3520, 194.816797
    3524, 195.192969
    3528, 195.030859
    3532, 195.147266
    3536, 195.041406
    3540, 195.269922
    3544, 195.313281
    3548, 195.423828
    3552, 195.461328
    3556, 195.521094
    3560, 195.600000
    3564, 195.676562
    3568, 195.540625
    3572, 195.818359
    3576, 195.889062
    3580, 195.988281
    3584, 196.012500
    3588, 195.975391
    3592, 196.067578
    3596, 196.338281
    3600, 196.191797
    3604, 196.478516
    3608, 196.373437
    3612, 196.576172
    3616, 196.475000
    3620, 196.601172
    3624, 196.595703
    3628, 196.889844
    3632, 196.801172
    3636, 197.007031
    3640, 196.908203
    3644, 197.114453
    3648, 197.146484
    3652, 197.269141
    3656, 197.144531
    3660, 197.216016
    3664, 197.444141
    3668, 197.501172
    3672, 197.389844
    3676, 197.622266
    3680, 197.679297
    3684, 197.771094
    3688, 197.810547
    3692, 197.925781
    3696, 197.825781
    3700, 198.027734
    3704, 198.081250
    3708, 198.161719
    3712, 198.107031
    3716, 198.393750
    3720, 198.398828
    3724, 198.479297
    3728, 198.357812
    3732, 198.676953
    3736, 198.514844
    3740, 198.818750
    3744, 198.835938
    3748, 198.926953
    3752, 198.936719
    3756, 199.041406
    3760, 199.098437
    3764, 199.275781
    3768, 199.291016
    3772, 199.458203
    3776, 199.401172
    3780, 199.563672
    3784, 199.443750
    3788, 199.653516
    3792, 199.623437
    3796, 199.816797
    3800, 199.774219
    3804, 200.031250
    3808, 199.937109
    3812, 199.965625
    3816, 200.023047
    3820, 200.286328
    3824, 200.204688
    3828, 200.476172
    3832, 200.262891
    3836, 200.579297
    3840, 200.376953
    3844, 200.731250
    3848, 200.451562
    3852, 200.839453
    3856, 200.630859
    3860, 200.961719
    3864, 200.900000
    3868, 201.203516
    3872, 201.039844
    3876, 201.376172
    3880, 201.223047
    3884, 201.400781
    3888, 201.373828
    3892, 201.427734
    3896, 201.466016
    3900, 201.589453
    3904, 201.364453
    3908, 201.696094
    3912, 201.730859
    3916, 202.040234
    3920, 201.614453
    3924, 202.010547
    3928, 201.821875
    3932, 202.024609
    3936, 202.096484
    3940, 202.372266
    3944, 202.148828
    3948, 202.694531
    3952, 202.330078
    3956, 202.534766
    3960, 202.559375
    3964, 202.573047
    3968, 202.930859
    3972, 202.868750
    3976, 202.950000
    3980, 202.912891
    3984, 202.917188
    3988, 203.087500
    3992, 203.136719
    3996, 203.094531
    4000, 203.237891
    4004, 203.447266
    4008, 203.443359
    4012, 203.557813
    4016, 203.584375
    4020, 203.534375
    4024, 203.426953
    4028, 203.780078
    4032, 203.717187
    4036, 203.968750
    4040, 203.853125
    4044, 204.101953
    4048, 203.638281
    4052, 204.186328
    4056, 204.014062
    4060, 204.212891
    4064, 204.126172
    4068, 204.222656
    4072, 204.137109
    4076, 204.372266
    4080, 204.133984
    4084, 204.451172
    4088, 204.407422
    4092, 204.681641
    4096, 204.539062
    4100, 204.694922
    4104, 204.633594
    4108, 204.376172
    4112, 204.261719
    4116, 204.643359
    4120, 204.557422
    4124, 204.527344
    4128, 204.589453
    4132, 204.500000
    4136, 204.422266
    4140, 204.375781
    4144, 204.405078
    4148, 204.512500
    4152, 204.494531
    4156, 204.650391
    4160, 204.575000
    4164, 204.541406
    4168, 204.442578
    4172, 204.533984
    4176, 204.582812
    4180, 204.706250
    4184, 204.461719
    4188, 204.682813
    4192, 204.423438
    4196, 204.622656
    4200, 204.015234
    4204, 204.536328
    4208, 204.249609
    4212, 204.615234
    4216, 204.595313
    4220, 204.710938
    4224, 204.491406
    4228, 204.560547
    4232, 204.491406
    4236, 204.678125
    4240, 204.600391
    4244, 204.657031
    4248, 204.385156
    4252, 204.528906
    4256, 204.575781
    4260, 204.689063
    4264, 204.287109
    4268, 204.541406
    4272, 204.561328
    4276, 204.528516
    4280, 204.498437
    4284, 204.392969
    4288, 204.457031
    4292, 204.707031
    4296, 204.450391
    4300, 204.698828
    4304, 204.349609
    4308, 204.699219
    4312, 204.583594
    4316, 204.680859
    4320, 204.530078
    4324, 204.524609
    4328, 204.573438
    4332, 204.625781
    4336, 204.466797
    4340, 204.673047
    4344, 204.424609
    4348, 204.529297
    4352, 204.179297
    4356, 204.528125
    4360, 204.544141
    4364, 204.716016
    4368, 204.171875
    4372, 204.687891
    4376, 204.450000
    4380, 204.616406
    4384, 204.571875
    4388, 204.699219
    4392, 204.445703
    4396, 204.712891
    4400, 204.441016
    4404, 204.653906
    4408, 204.473437
    4412, 204.657813
    4416, 204.409375
    4420, 204.720313
    4424, 204.648047
    4428, 204.707812
    4432, 204.425781
    4436, 204.681641
    4440, 204.613281
    4444, 204.693359
    4448, 204.594922
    4452, 204.706250
    4456, 204.509766
    4460, 204.541016
    4464, 204.601172
    4468, 204.543750
    4472, 204.052344
    4476, 204.653516
    4480, 204.578906
    4484, 204.645703
    4488, 204.570703
    4492, 204.687500
    4496, 204.423438
    4500, 204.683203
    4504, 204.593359
    4508, 204.660156
    4512, 204.483203
    4516, 204.451953
    4520, 204.426953
    4524, 204.684766
    4528, 204.606250
    4532, 204.585547
    4536, 204.241016
    4540, 204.544141
    4544, 204.499219
    4548, 204.667578
    4552, 204.468359
    4556, 204.535937
    4560, 204.658594
    4564, 204.542188
    4568, 204.528516
    4572, 204.685937
    4576, 204.406641
    4580, 204.526953
    4584, 204.585938
    4588, 204.510547
    4592, 204.559766
    4596, 204.463672
    4600, 204.328125
    4604, 204.648828
    4608, 204.560156
    4612, 204.686328
    4616, 204.281250
    4620, 204.672656
    4624, 204.336328
    4628, 204.714844
    4632, 204.586328
    4636, 204.703516
    4640, 204.389062
    4644, 204.596484
    4648, 204.430469
    4652, 204.696484
    4656, 204.295312
    4660, 204.702344
    4664, 204.579297
    4668, 204.473047
    4672, 204.451172
    4676, 204.467187
    4680, 204.574609
    4684, 204.582031
    4688, 204.598437
    4692, 204.645703
    4696, 204.467969
    4700, 204.686328
    4704, 204.591016
    4708, 204.401563
    4712, 204.395703
    4716, 204.627734
    4720, 204.478906
    4724, 204.676172
    4728, 204.258203
    4732, 204.651563
    4736, 204.592578
    4740, 204.662891
    4744, 204.527344
    4748, 204.498828
    4752, 204.590234
    4756, 204.654687
    4760, 204.430859
    4764, 204.731641
    4768, 204.434375
    4772, 204.630469
    4776, 204.315234
    4780, 204.669141
    4784, 204.592969
    4788, 204.705859
    4792, 204.430859
    4796, 204.560156
    4800, 204.453516
    4804, 204.695312
    4808, 204.383984
    4812, 204.667969
    4816, 204.409766
    4820, 204.749219
    4824, 204.620313
    4828, 204.694141
    4832, 204.280469
    4836, 204.681641
    4840, 204.527344
    4844, 204.687500
    4848, 204.581641
    4852, 204.575391
    4856, 204.499609
    4860, 204.585156
    4864, 204.431641
    4868, 204.496484
    4872, 204.297656
    4876, 204.673047
    4880, 204.354297
    4884, 204.670312
    4888, 204.417969
    4892, 204.430469
    4896, 204.437500
    4900, 204.616016
    4904, 204.441016
    4908, 204.677344
    4912, 204.493750
    4916, 204.644531
    4920, 204.562891
    4924, 204.490234
    4928, 204.546875
    4932, 204.631641
    4936, 204.444922
    4940, 204.718750
    4944, 204.439063
    4948, 204.496484
    4952, 204.578906
    4956, 204.664453
    4960, 204.448438
    4964, 204.625781
    4968, 204.204688
    4972, 204.511719
    4976, 204.592187
    4980, 204.724219
    4984, 204.482422
    4988, 204.705859
    4992, 204.429297
    4996, 204.567578
    5000, 204.373828
    5004, 204.596094
    5008, 204.630859
    5012, 204.691797
    5016, 204.446484
    5020, 204.717187
    5024, 204.542578
    5028, 204.636328
    5032, 204.621484
    5036, 204.535937
    5040, 204.426172
    5044, 204.562109
    5048, 204.459375
    5052, 204.383203
    5056, 204.574219
    5060, 204.653516
    5064, 204.585547
    5068, 204.715625
    5072, 204.307422
    5076, 204.680469
    5080, 204.333203
    5084, 204.524609
    5088, 204.611328
    5092, 204.403516
    5096, 204.534766
    5100, 204.508594
    5104, 204.565234
    5108, 204.660156
    5112, 204.585156
    5116, 204.495703
    5120, 204.571094
    5124, 204.523438
    5128, 204.548438
    5132, 204.661719
    5136, 204.536328
    5140, 204.576562
    5144, 204.412500
    5148, 204.671094
    5152, 204.393750
    5156, 204.117188
    5160, 204.524609
    5164, 204.636719
    5168, 204.588672
    5172, 204.576562
    5176, 204.576172
    5180, 204.644531
    5184, 204.286719
    5188, 204.661719
    5192, 204.447266
    5196, 204.478516
    5200, 204.579297
    5204, 204.739453
    5208, 204.442578
    5212, 204.653906
    5216, 204.400391
    5220, 204.416406
    5224, 204.423047
    5228, 204.715625
    5232, 204.410937
    5236, 204.701953
    5240, 204.467187
    5244, 204.650391
    5248, 204.438281
    5252, 204.589453
    5256, 204.253125
    5260, 204.650000
    5264, 204.606641
    5268, 204.575781
    5272, 204.430078
    5276, 204.494531
    5280, 204.439453
    5284, 204.673047
    5288, 204.364453
    5292, 204.691016
    5296, 204.478906
    5300, 204.738281
    5304, 204.602734
    5308, 204.663672
    5312, 204.461719
    5316, 204.529297
    5320, 204.437891
    5324, 204.553516
    5328, 204.562500
    5332, 204.495703
    5336, 204.448438
    5340, 204.663672
    5344, 204.266016
    5348, 204.534375
    5352, 204.576953
    5356, 204.426562
    5360, 204.573438
    5364, 204.599609
    5368, 204.461719
    5372, 204.501953
    5376, 204.553516
    5380, 204.653125
    5384, 204.522656
    5388, 204.716406
    5392, 204.305859
    5396, 204.712500
    5400, 204.459375
    5404, 204.651953
    5408, 204.421094
    5412, 204.566797
    5416, 204.591797
    5420, 204.512891
    5424, 204.546875
    5428, 204.688281
    5432, 204.379297
    5436, 204.628125
    5440, 204.224219
    5444, 204.632812
    5448, 204.591016
    5452, 204.685547
    5456, 204.362109
    5460, 204.697266
    5464, 204.235547
    5468, 204.469141
    5472, 204.536328
    5476, 204.661719
    5480, 204.393359
    5484, 204.573438
    5488, 204.602734
    5492, 204.542188
    5496, 204.520703
    5500, 204.548047
    5504, 204.266406
    5508, 204.682813
    5512, 204.469531
    5516, 204.494922
    5520, 204.605469
    5524, 204.672656
    5528, 204.260938
    5532, 204.639062
    5536, 204.597656
    5540, 204.543359
    5544, 204.324609
    5548, 204.544531
    5552, 204.584766
    5556, 204.707422
    5560, 204.447266
    5564, 204.641797
    5568, 204.332422
    5572, 204.535547
    5576, 204.588672
    5580, 204.691406
    5584, 204.355469
    5588, 204.579688
    5592, 204.294141
    5596, 204.503125
    5600, 204.536719
    5604, 204.558984
    5608, 204.599609
    5612, 204.503516
    5616, 204.596875
    5620, 204.426172
    5624, 204.467969
    5628, 204.612500
    5632, 204.292969
    5636, 204.472656
