Assuming page size is 4 KB
8
8
1,187.062891
2,189.503906
3,194.219141
4,198.651563
5,199.054688
6,201.737891
7,203.545312
8,206.135547
9,205.187891
10,206.096094
11,205.196094
12,206.121094
13,205.249609
14,206.055078
15,205.142969
16,206.247266
17,208.289453
18,210.195703
19,211.172266
20,213.027734
21,214.100000
22,216.130469
23,216.061328
24,219.233594
25,218.115625
26,219.177734
27,218.106641
28,219.194141
29,218.207812
30,219.183203
31,218.154297
32,218.337500
33,217.935156
34,218.273438
35,217.958984
36,218.142578
37,218.068750
38,218.283984
39,217.840625
40,218.224219
41,217.957422
42,218.324219
43,217.918359
44,218.064844
45,217.816406
46,218.293359
47,217.946094
48,218.164844
49,217.790234
50,218.312109
51,217.969922
52,218.082422
53,217.985938
54,218.375000
55,217.925000
56,218.246094
57,218.012109
58,218.355078
59,218.124609
60,218.274609
61,218.072656
62,218.332031
63,217.952344
