Assuming page size is 4 KB
8
8

Global5: Global memory latency for 128 KB stride.
   Array size (KB), latency (clocks)
   14464, 197.576172
   14592, 197.365625
   14720, 197.562891
   14848, 197.403906
   14976, 197.592187
   15104, 198.226172
   15232, 197.584375
   15360, 197.381641
   15488, 197.536719
   15616, 197.357812
   15744, 198.455859
   15872, 197.384375
   16000, 197.589844
   16128, 197.368750
   16256, 197.579297
   16384, 198.201562
   16512, 197.556641
   16640, 197.346484
   16768, 197.574219
   16896, 197.367188
   17024, 197.594922
   17152, 197.387891
   17280, 198.573828
   17408, 197.383984
   17536, 197.557031
   17664, 197.376563
   17792, 197.565625
   17920, 197.360938
   18048, 197.582031
   18176, 197.648438
   18304, 197.567578
   18432, 198.223828
   18560, 197.568359
   18688, 197.357812
   18816, 197.572656
   18944, 197.338281
   19072, 197.550000
   19200, 197.330859
   19328, 197.552344
   19456, 197.362500
   19584, 197.550391
   19712, 197.356641
   19840, 197.566797
   19968, 197.342187
   20096, 197.626563
   20224, 197.353516
   20352, 197.904297
   20480, 197.348437
   20608, 198.142578
   20736, 197.345313
   20864, 198.224219
   20992, 197.310937
   21120, 198.174609
   21248, 197.345703
   21376, 197.954297
   21504, 197.382812
   21632, 197.573047
   21760, 197.339453
   21888, 197.549609
   22016, 197.328125
   22144, 197.544531
   22272, 197.370313
   22400, 197.561328
   22528, 197.351953
   22656, 197.556250
   22784, 197.352344
   22912, 197.568750
   23040, 197.372656
   23168, 197.540234
   23296, 198.297266
   23424, 197.555859
   23552, 197.334766
   23680, 197.560547
   23808, 197.366797
   23936, 197.581250
   24064, 197.379297
   24192, 197.552734
   24320, 197.363281
   24448, 198.446484
   24576, 197.325000
   24704, 197.543750
   24832, 197.356641
   24960, 197.576953
   25088, 197.462109
   25216, 197.562109
   25344, 197.439063
   25472, 197.564844
   25600, 197.334375
   25728, 197.526563
   25856, 197.326172
   25984, 198.010547
   26112, 197.381641
   26240, 197.548828
   26368, 197.349609
   26496, 197.580078
   26624, 197.506641
   26752, 197.560937
   26880, 197.371484
   27008, 197.682422
   27136, 197.320703
   27264, 197.542188
   27392, 197.347656
   27520, 197.551953
   27648, 198.070312
   27776, 197.565234
   27904, 197.357031
   28032, 197.871484
   28160, 197.329688
   28288, 197.536719
   28416, 197.346875
   28544, 197.563672
   28672, 197.391016
   28800, 197.578516
   28928, 197.351953
   29056, 197.561719
   29184, 197.344531
   29312, 197.534766
   29440, 197.336328
   29568, 197.561719
   29696, 197.367969
   29824, 197.554297
   29952, 197.362109
   30080, 197.542188
   30208, 197.321875
   30336, 197.575391
   30464, 197.362891
   30592, 197.550781
   30720, 197.348828
   30848, 197.555469
   30976, 197.355078
   31104, 198.466406
   31232, 197.387109
   31360, 197.595313
   31488, 197.462109
   31616, 197.551562
   31744, 197.337891
   31872, 197.548047
   32000, 197.502344
   32128, 197.565234
   32256, 197.363672
   32384, 197.756250
   32512, 197.371094
   32640, 197.554688
   32768, 197.360938
   32896, 198.460547
   33024, 197.350000
   33152, 197.575391
   33280, 197.372656
   33408, 197.765234
   33536, 197.391016
   33664, 197.552734
   33792, 197.325391
   33920, 197.549609
   34048, 197.353906
   34176, 197.566797
   34304, 197.369922
