Assuming page size is 4 KB
8
8
1,187.176172
2,189.773047
3,193.866406
4,198.310156
5,198.786719
6,201.510156
7,202.984375
8,205.905469
9,204.646094
10,205.416406
11,204.671484
12,205.301953
13,204.521094
14,205.651953
15,204.773047
16,206.165234
17,208.503906
18,209.992578
19,210.766016
20,212.260547
21,213.435937
22,215.832812
23,215.857422
24,219.160937
25,218.105469
26,218.960547
27,217.706641
28,218.341016
29,217.509766
30,218.615234
31,217.989453
32,219.224219
33,218.434375
34,219.340625
35,218.204297
36,219.705859
37,218.470313
38,219.130469
39,218.233594
40,219.023047
41,218.311719
42,218.898047
43,217.925000
44,218.354297
45,217.744922
46,218.842969
47,218.268750
48,219.133594
49,218.289453
50,218.837891
51,217.522266
52,218.292578
53,217.325781
54,218.800781
55,217.904687
56,219.250391
57,218.335547
58,218.880078
59,217.966016
60,218.368750
61,217.758203
62,218.835938
63,218.275000
64,219.249219
65,217.931250
66,218.410156
67,217.555859
68,218.509766
69,217.526953
70,218.668750
71,218.021875
72,218.939844
73,218.119922
74,219.251172
75,218.715625
76,220.201172
77,218.727734
78,219.657031
79,218.516406
80,219.402734
81,218.646484
82,219.651172
83,218.824609
84,220.255859
85,218.801562
86,219.657031
87,218.364844
88,219.350000
89,218.805859
90,219.278516
91,218.939063
92,220.103906
93,218.919531
94,219.292969
95,218.635156
96,219.317578
97,218.622266
98,219.142188
99,218.523047
100,219.159375
101,218.485547
102,219.263672
103,218.794141
104,219.304688
105,218.642578
106,219.465625
107,218.853516
108,220.078125
109,218.750391
110,219.610156
111,218.827734
112,219.350000
113,218.731250
114,219.251953
115,218.819531
116,220.106641
117,218.910156
118,219.470703
119,218.875391
120,219.504687
121,218.531641
122,219.246875
123,219.166406
124,220.347266
125,219.110547
126,219.708203
127,218.648438
128,219.307813
