Assuming page size is 4 KB
8
8

Global4: Measuring L2 TLB page size using 2 MB stride
  offset (bytes), latency (clocks)
  1011712, 197.400430
  1015808, 197.768184
  1019904, 197.389375
  1024000, 197.777148
  1028096, 197.397148
  1032192, 197.763945
  1036288, 197.528926
  1040384, 197.670820
  1044480, 197.589219
  1048576, 197.603418
  1052672, 197.561680
  1056768, 197.585371
  1060864, 197.577109
  1064960, 197.642266
  1069056, 197.547656
  1073152, 197.781777
  1077248, 197.394883
  1081344, 360287970105951.375000
  1085440, 197.391387
  1089536, 197.776191
  1093632, 197.389961
  1097728, 197.772031
  1101824, 197.573203
  1105920, 197.617969
  1110016, 197.575293
  1114112, 197.601484
  1118208, 197.560020
  1122304, 197.597168
  1126400, 197.566816
  1130496, 197.691270
  1134592, 197.509766
  1138688, 197.770410
  1142784, 197.399473
  1146880, 197.778613
  1150976, 197.398281
  1155072, 197.777520
  1159168, 197.400371
  1163264, 197.780215
  1167360, 197.584883
  1171456, 197.595996
  1175552, 197.581035
  1179648, 197.595566
  1183744, 197.574473
  1187840, 197.599609
  1191936, 197.585781
  1196032, 197.683535
  1200128, 197.511973
  1204224, 197.765957
  1208320, 197.381250
  1212416, 197.769453
  1216512, 197.389180
  1220608, 197.782070
  1224704, 197.399297
  1228800, 197.776660
  1232896, 197.536230
  1236992, 197.652051
  1241088, 197.574062
  1245184, 197.604238
  1249280, 197.567305
  1253376, 197.592051
  1257472, 197.586543
  1261568, 197.630098
  1265664, 197.583789
  1269760, 197.779805
  1273856, 197.407090
  1277952, 197.770957
  1282048, 197.395859
  1286144, 197.769434
  1290240, 197.404805
  1294336, 197.771016
  1298432, 197.505527
  1302528, 197.682148
  1306624, 197.571562
  1310720, 197.594844
  1314816, 197.582520
  1318912, 197.596367
  1323008, 197.578184
  1327104, 197.596367
  1331200, 197.571660
  1335296, 197.749668
  1339392, 197.438633
  1343488, 197.773770
  1347584, 197.395098
  1351680, 197.768750
  1355776, 197.388027
  1359872, 197.757832
  1363968, 197.413984
  1368064, 197.760859
  1372160, 197.577148
  1376256, 197.595723
  1380352, 197.561680
  1384448, 197.585684
  1388544, 197.568477
  1392640, 197.580723
  1396736, 197.567598
  1400832, 197.668066
  1404928, 197.536094
  1409024, 197.778828
  1413120, 197.400137
  1417216, 197.772051
  1421312, 197.393223
  1425408, 197.782969
  1429504, 197.394258
  1433600, 197.777773
  1437696, 197.529824
  1441792, 197.663496
  1445888, 197.572930
  1449984, 197.592930
  1454080, 197.589355
  1458176, 197.605527
  1462272, 197.570020
  1466368, 197.597480
  1470464, 197.567988
  1474560, 197.766367
  1478656, 197.423242
  1482752, 197.774648
  1486848, 197.391699
  1490944, 197.772559
  1495040, 197.398828
  1499136, 197.762832
  1503232, 197.390449
  1507328, 197.781582
  1511424, 197.550273
  1515520, 197.637578
  1519616, 197.574883
  1523712, 197.587285
  1527808, 197.579707
  1531904, 197.588066
  1536000, 197.573633
  1540096, 197.615156
  1544192, 197.576133
  1548288, 197.766777
  1552384, 197.393301
  1556480, 197.779844
  1560576, 197.398340
  1564672, 197.772402
  1568768, 197.398379
  1572864, 197.780410
  1576960, 197.444746
  1581056, 197.758945
  1585152, 197.571113
  1589248, 197.599609
  1593344, 197.575918
  1597440, 197.595547
  1601536, 197.568164
  1605632, 197.586074
  1609728, 197.569414
  1613824, 197.591250
  1617920, 197.565352
  1622016, 197.692363
  1626112, 197.474609
  1630208, 197.761934
  1634304, 197.393301
  1638400, 197.767891
  1642496, 197.394883
  1646592, 197.782500
  1650688, 197.384160
  1654784, 197.763301
  1658880, 197.484102
  1662976, 197.680391
  1667072, 197.559805
  1671168, 197.584434
  1675264, 197.572285
  1679360, 197.587168
  1683456, 197.567832
  1687552, 197.590469
  1691648, 197.572246
  1695744, 197.691055
  1699840, 197.495098
  1703936, 197.759824
  1708032, 197.379785
  1712128, 197.772773
  1716224, 197.380605
  1720320, 197.757129
  1724416, 197.392559
  1728512, 197.767500
  1732608, 197.464336
  1736704, 197.739668
  1740800, 197.571816
  1744896, 197.588301
  1748992, 197.574102
  1753088, 197.585801
  1757184, 197.566582
  1761280, 197.593711
  1765376, 197.556211
  1769472, 197.607500
  1773568, 197.560820
  1777664, 197.771016
  1781760, 197.400078
  1785856, 197.781602
  1789952, 197.398164
  1794048, 197.777539
  1798144, 197.384258
  1802240, 197.776328
  1806336, 197.394434
  1810432, 197.773223
  1814528, 197.533750
  1818624, 197.651133
  1822720, 197.557676
  1826816, 197.581875
  1830912, 197.573887
  1835008, 197.490820
  1839104, 197.675840
  1843200, 197.493887
  1847296, 197.682070
  1851392, 197.775215
  1855488, 197.425527
  1859584, 197.858594
  1863680, 197.283711
  1867776, 197.872871
  1871872, 197.290762
  1875968, 197.873516
  1880064, 197.283926
  1884160, 197.674238
  1888256, 197.513242
  1892352, 197.651484
  1896448, 197.666777
  1900544, 197.799277
  1904640, 197.464297
  1908736, 197.699688
  1912832, 197.471953
  1916928, 197.489824
  1921024, 197.688262
  1925120, 197.491387
  1929216, 197.686367
  1933312, 197.543125
  1937408, 197.666348
  1941504, 197.659492
  1945600, 197.503652
  1949696, 197.883008
  1953792, 197.283262
  1957888, 197.876875
  1961984, 197.285020
  1966080, 197.667949
  1970176, 197.491523
  1974272, 197.659395
  1978368, 197.618184
  1982464, 197.786563
  1986560, 197.457617
  1990656, 197.696738
  1994752, 197.469941
  1998848, 197.701465
  2002944, 197.477148
  2007040, 197.709863
  2011136, 197.474941
  2015232, 197.516230
  2019328, 197.675137
  2023424, 197.642441
  2027520, 197.539043
  2031616, 197.869531
  2035712, 197.283457
  2039808, 197.868027
  2043904, 197.279277
  2048000, 197.659531
  2052096, 197.499980
  2056192, 197.663066
  2060288, 197.566816
  2064384, 197.624629
  2068480, 197.674688
  2072576, 197.491562
  2076672, 197.676992
  2080768, 197.692461
  2084864, 197.470098
  2088960, 197.676113
  2093056, 197.457656
  2097152, 197.691445
